created_at,id_str,full_text,favorite_count,retweet_count,user_id_str,user_name,user_screen_name,user_location,user_description,user_friends_count,user_followers_count,hashtags,mentions
Sun Jul 26 08:46:33 +0000 2020,1287308314515300352,"RT @CMDR_Paylor: @HarryPotterMAGE While there are some anarchists infiltrating peaceful protest, their numbers are small. Many suspect that…",0,12,971927263917871104,Gwolf,Gwolf8958,,Ego invictam,1580,1067,,CMDR_Paylor|HarryPotterMAGE
Sun Jul 26 08:46:44 +0000 2020,1287308359520210945,"@Harshpr01180227 @realDonaldTrump Lmao, sarcasm?",2,0,4456845434,Happy Burris,Happy010864,"North Royalton, OH",,401,36,,Harshpr01180227|realDonaldTrump
Sun Jul 26 08:50:48 +0000 2020,1287309380526968832,"RT @hansroyal: 10/ The fake CEO of BLM posted another GEM to tons of comments and likes, pumped to the top right away.  Really? The CEO of…",0,169,14944543,Tanis42,Tanis42,,#Resister #VoteBlueNoMatterWho 💙💙💙🦋🦋🦋💙💙💙 #SavageDemocrat #ResistanceTaskForce we are the wall,10543,9602,,hansroyal
Sun Jul 26 08:51:14 +0000 2020,1287309491516710912,RT @fight4freedom72: @TimInHonolulu Trump has reported holding 14 loans on 12 proper­ties. At least six of those loans—about $479 million i…,0,5,16226409,vvotaw,vvotaw,"Madison heights, Virginia ",An old lady with  cause,1559,517,,TimInHonolulu|fight4freedom72
Sun Jul 26 08:53:35 +0000 2020,1287310080988213248,RT @realDonaldTrump: Thank you Jon!,0,29886,1261608144976805888,Mack O,MackO89821450,,"#Trump 
@POTUS #QAnon

4 MORE YEARS トランプ大統領
！
邪魔する奴らは消えちゃうよ！
#WWG1WGAWORLDWIDE
#okabaeri9111",179,317,,realDonaldTrump
Sun Jul 26 10:48:18 +0000 2020,1287338952861638656,"RT @paulsperry_: BREAKING: Records show D.C. lawyer who represented Steele dossier's ""primary sub-source"" Igor ""Iggy"" Danchenko during his…",0,2800,70449732,Wil St John🇺🇸🦅,wilstjohn,In Your Mind,digital minuteman - followed by Rep Thomas Massie,561,462,,paulsperry_
Sun Jul 26 10:52:33 +0000 2020,1287340020869877760,"RT @TheLeoTerrell: ICYMI: The bloodshed we’re seeing in our major, Democratic run, cities is NOT ok. Let me be as clear as I can, these lon…",0,13068,33681953,Concerned Citizen,Bluebird44,,,174,33,,TheLeoTerrell
Sun Jul 26 10:52:39 +0000 2020,1287340048636149761,"RT @realDonaldTrump: Yesterday I signed four measures that will massively reduce the prices of prescription drugs, in many cases by more th…",0,45620,563398901,@CarebearStaring,CarebearStaring,United States,Proud Patriot & Trump Supporter ❤ 🇺🇸 ❤️🇺🇸❤️🇺🇸 Mostly Political Tweets.,3649,1810,,realDonaldTrump
Sun Jul 26 10:52:45 +0000 2020,1287340073260929024,RT @krtmen: črnc ubit.. pa mediji ne delajo škandala..ker je pač bil Trumpov podpornik in njegovo življenje ne šteje.. https://t.co/8oZnvID…,0,22,4066737255,Luka Skrlep,LukaSkrlep,,,121,79,,krtmen
Sun Jul 26 10:53:05 +0000 2020,1287340155905413120,"RT @mehdirhasan: Few in the media were as negative about Trump as I was, or as pessimistic about the future, in Jan 2017 but even I didn’t…",0,9602,860173415759495168,Marsha,MarshaSchoenfe2,"Windsor, CT",,650,106,,mehdirhasan
Sun Jul 26 10:53:14 +0000 2020,1287340194547535873,RT @montaga: Want proof .@realDonaldTrump is not the problem listen &amp; share https://t.co/65bklSR5QR,0,79204,1268125133333561345,Marypoodle,Marypoodle1,,"Wifey, Mom, Nurse & Patriot🇺🇲",756,298,,montaga|realDonaldTrump
Sun Jul 26 10:54:01 +0000 2020,1287340392158035970,"RT @WalshFreedom: Black lives matter.

The vast majority of our Cops deserve our thanks.

Peaceful protestors are a powerful force for good…",0,835,1081849524300201984,Massimiliano Sulpizi,MaxSulpizi,London,Entrepreneur| Investor| PE| VC| Business Angel|Philanthropist.,1902,171,,WalshFreedom
Sun Jul 26 10:54:40 +0000 2020,1287340555995877376,"@petedako @mark_witzel @davenewworld_2 And just in case of covid, since cult master trump said so",0,0,1285937497487400960,Valerie,Valerie02280284,,,33,0,,davenewworld_2|mark_witzel|petedako
Sun Jul 26 10:55:12 +0000 2020,1287340689999556608,"RT @realDonaldTrump: ....And to Joy, his wonderful wife who he loved so much, my warmest condolences!!!",0,14559,892296550768009217,加利利人Men of Galilee,menofgalileee,,😂🤣🙃😇,87,44,,realDonaldTrump
Sun Jul 26 10:55:18 +0000 2020,1287340713601052672,RT @larazon_es: #Cultura | Harriet Tubman: La verdadera historia de la abolicionista repudiada por #Trump y Kanye West ➡ El rapero ha afirm…,0,3,394946756,Luis Ángel Oñate,lonacua,Zaragoza,"Católico, Español, Zaragozano. Desde 1985 al servicio de los españoles.",123,205,Cultura|Trump,larazon_es
Sun Jul 26 12:53:58 +0000 2020,1287370576223510531,"@NattyBumpo74 The 2.5 pence piece.
World of Knowledge magazine
Backing your schools books in wallpaper
Crosville buses
Steri milk",0,0,1094897465625665536,teadrinker68,teadrinker68,"Liverpool, England",People laughed when I said I wasn’t funny.,1897,1584,,NattyBumpo74
Sun Jul 26 12:54:15 +0000 2020,1287370648436662273,"RT @realDonaldTrump: This week you had Joe Biden call Arizona a CITY. Nothing matters with him, however, because the Opposition Party (Lame…",0,29426,14984662,SilentNoMore,lorinda1434,"Arizona, USA",Armed patriotic mom #MAGA #TRUMP2020 #NRA #bansharia #Veterans #Hillary4Prison #TrumpsArmy #NoMask We must unite and stay vigilant. 🇺🇸 #2A 🇺🇸 #1A,14719,14533,,realDonaldTrump
Sun Jul 26 12:54:19 +0000 2020,1287370664593235969,@SassyChick1979 @shinnick_g @realDonaldTrump Oh and there goes my Sunday breakfast.,2,1,1199075768623648768,The real John Feal,JohnFeal1,Nesconset,"9/11 Responder, Advocate, kidney donor, Jon Stewart's partner in crime,Veteran,  #VeteransAgainstTrump #BlackLivesMatter",12059,11979,,SassyChick1979|realDonaldTrump|shinnick_g
Sun Jul 26 12:55:40 +0000 2020,1287371004050919425,"RT @MSNBC: ""We’re called women,"" @NicolleDWallace says in response to Pres. Trump tweeting at ""suburban housewives of America."" https://t.c…",0,483,822630991080591365,JustWTFKat 🛹,KatP147369,"Katy, TX",human•kind be both #Beto2020,950,1141,,MSNBC|NicolleDWallace
Sun Jul 26 12:56:00 +0000 2020,1287371090902228994,RT @MollyJongFast: What happened to @MikeBloomberg and all the money he was going to donate to democrats and Biden?,0,11742,396016179,George Penney,george_penney,"Boise, ID",,47,6,,MikeBloomberg|MollyJongFast
Sun Jul 26 12:56:16 +0000 2020,1287371157654638594,@realDonaldTrump As Americans die?  And you’re invading cities?  And things fall apart on your watch!,0,0,31150299,Michael Sebourn,Mssebourn,"Louisville, KY",,77,56,,realDonaldTrump
Sun Jul 26 14:55:05 +0000 2020,1287401058491277313,RT @JoeBiden: 100 days.,0,36200,1026638792474673153,MD,sisicio,"Tampa, FL","I try to improve myself everyday while I write a new chapter in my own life story, it’s far from over. I’m definitely a work in progress",2259,1428,,JoeBiden
Sun Jul 26 14:55:13 +0000 2020,1287401092498759680,RT @HKrassenstein: This video is completely devastating for Trump. George Carlin gives him the finger from the grave.  Whatever you do don’…,0,20525,272766130,Letter writer,fireworkbonnie,"South Dakota, USA","#TheResistance, Registered Nurse. Country girl, Love cats and dogs.",5766,5252,,HKrassenstein
Sun Jul 26 14:55:22 +0000 2020,1287401127881904130,"@Nana20231736854 @DHS_Wolf Oh man Nana, where has your common sense and wisdom gone? You know Trump has been wonderful for this country. He loves our country and people. Socialism always sounds great in the beginning, but what happens when other peoples money runs out? Well, just look at Venezuela!",0,2,1226184592467677184,cheryl Buchanan,cherylB65564856,,"I keep up to date on world and USA news. I love our President Trump! I am an artist and horse enthusiast. I believe in honesty, integrity and justice.",280,153,,DHS_Wolf|Nana20231736854
Sun Jul 26 14:56:22 +0000 2020,1287401378864943105,@micke611 @therealnikkimc @JoeBiden https://t.co/mwWpy71nFJ,1,0,1167234183229517824,𝕄𝕒𝕤𝕜𝕖𝕕 𝔹𝕝𝕦𝕖 𝔹𝕚𝕣𝕕 🧢🌊🍸🐱 🇺🇲🌎,masked_bluebird,home...duh - WEAR YOUR MASKS!,bird don't know what to think anymore. bird don't watch the news much. Bird may see some clips on YouTube but Bird don't watch them. it's all too much for Bird.,296,274,,JoeBiden|micke611|therealnikkimc
Sun Jul 26 14:56:41 +0000 2020,1287401458128879616,"RT @AvilaBlog: Biden busca una mujer, a ser posible negra, para su fórmula electoral  https://t.co/NMsttfyBcH",0,1,45888521,Emilio Nouel,ENouelV,,"Abogado de las causas imposibles, escéptico optimista, desertor de todas las utopías y buscando puerto seguro después de tantos naufragios",4109,6788,,AvilaBlog
Sun Jul 26 16:55:49 +0000 2020,1287431441786126336,RT @Mindbridge: @usambovu @JoeBiden #FBRPARTY https://t.co/iAb9RLRQv4,0,8,248836405,Mrs. Honeybunny 🌊,Washhanger,United States,"NO DMs! love life, my hubby, son, humor, kindness & SARCASM. My cat/dog/gardening, outdoors are my passions. #TheResistance🌊#MeToo #BLM #BidenHarris",12358,11721,FBRPARTY,JoeBiden|Mindbridge|usambovu
Sun Jul 26 16:56:19 +0000 2020,1287431567711838208,@JoeBiden And you’ll still be in your basement,0,0,1097709888535490560,MommaBooBear,MommaBooBear1,,I’m the next best thing since sliced bread.,82,12,,JoeBiden
Sun Jul 26 16:56:34 +0000 2020,1287431631200849920,"RT @AshaRangappa_: First moms, now vets. I don’t think this is turning out the way Trump wanted it to.",0,17730,906268760234962947,THE BUTTER KNIGHT | BLM,ButterKnight09,Mos Eisley Spaceport ,"“Wake up, Kick ass, Die hard.” butter,batman,bi,genderfuid🇮🇹🇲🇽🌸⚡️Renora and Raylum 20 Any pronouns work 🦇🕷🎃💀👻",685,88,,AshaRangappa_
Sun Jul 26 16:57:00 +0000 2020,1287431740114558976,RT @essenviews: Angela Merkel is so uncomfortable to be near Trump that she said “I don’t want to be in the room with the guy.” https://t.c…,0,1509,4898071876,Alexander Anthony,HawkmanAlex,,I live in the mountains with two dogs I suspect used to work for the NSA. They watch every move I make. They are watching me now.,2809,2221,,essenviews
Sun Jul 26 16:57:01 +0000 2020,1287431743386124295,RT @WilVolz: @MalcolmNance @MikeOkuda @JoeBiden This sign sits in my front yard! https://t.co/a9dAE9s2yW,0,21,302783968,YaffaDina,YaffaDina,Belfast to Brooklyn via London,"ELVIS Always and forever. Anti fascist, old leftie.

Little old woman, knitter. Pro Israel.",1573,2097,,JoeBiden|MalcolmNance|MikeOkuda|WilVolz
Sun Jul 26 16:57:48 +0000 2020,1287431942019874816,"RT @TheDailyEdge: @realDonaldTrump Trump golfed as the first American died.

He golfed as 1,000 died.

He golfed as 10,000 died. 

He said…",0,1695,404958525,tiago,t1ago79,"Community of Madrid, Spain","Citizen. For Democracy & Rule of Law. Putin & Xi are mobsters; we must bring'em down. Trump is their coffee boy.
🇪🇺🇵🇹🇪🇦🇺🇳🏳️‍🌈",1237,222,,TheDailyEdge|realDonaldTrump
Sun Jul 26 16:57:51 +0000 2020,1287431951989833730,"Trump es el único que ha demostrado de manera tangible su apoyo por nuestra liberación. Es el único que paso del discurso a la acción. Fue el primero en sancionar a miembros del régimen. A contrario de Obama, quien se hizo la vista gorda e incluso se reunió con Chávez.",0,0,226211028,Francisco Boscan,FBoscan_,Venezuela,Ingeniero en Informática. Programador Web Full Stack. Socialdemocrata. Venezolano. Activista político. Bilingüe. CEO de Interplanet.,882,1167,,
Sun Jul 26 16:57:53 +0000 2020,1287431962928521216,"RT @JoeBiden: In 100 days, we have the chance to set our nation on a new path. One where we finally live up to our highest ideals and every…",0,10972,774955073067687936,Heinrich Haupt,heinrich_haupt,,"Amigo de El Salvador, su gente laboriosa y su democracia pluralista",200,878,,JoeBiden
Sun Jul 26 18:56:37 +0000 2020,1287461843116548096,RT @MMattoch: Trump/GOP has literally made us the most despicable country. So much so that other countries are acting to protect us from le…,0,52,299757301,dantelives13,dantelives13,,NYC to LA,1220,488,,MMattoch
Sun Jul 26 18:57:01 +0000 2020,1287461943507288068,@JoeBiden https://t.co/jgVM4fIxzU,0,0,1281438698614280193,Jill 🇺🇸❤,Jill11318925,"Space coast Florida, USA","#TRUMP2020❤🇺🇸 #Red #MAGA 
BacktheBlue💙 2nd ammendment 
We the patriotic people. 🇺🇸🚂parler acct... @Jtsny11",4251,2719,,JoeBiden
Sun Jul 26 18:57:16 +0000 2020,1287462003020197888,But we're supposed to worry about Biden's cognitive state. https://t.co/g3VowWeIW1,2,1,419234502,"Jason Voorhees wears a mask, what’s your excuse?",fish22dry,Colorado,"Read dozens of books, 'bout heroes and crooks // and I've learned much from both of their styles",126,70,,
Sun Jul 26 18:57:51 +0000 2020,1287462151481970688,"RT @Demokracija1: Trump obljublja, da Amerika nikoli ne bo socialistična
https://t.co/yXZtgJj6EE https://t.co/KkNuRapiCK",0,5,1262708577258614795,Branislav Bizjak,BranislavBizjak,,JANŠIST ŽE 30 LET,430,453,,Demokracija1
Sun Jul 26 18:58:00 +0000 2020,1287462189713051648,"RT @JoeBiden: Folks, we have just 100 days until Election Day. Now, more than ever, we have to do everything we can to make Donald Trump a…",0,7788,1051101784058540032,Orange Death is the new Black Death,AuntCalls,Tiny blue planet @ Milky Way,"“The party told you to reject the evidence of your eyes and ears. It was their final, most essential command.“ - George Orwell, 1984",4999,3274,,JoeBiden
Sun Jul 26 18:58:54 +0000 2020,1287462413877551105,"Paul Ryan couldn't win as VP so why not join forces with loser Romney to destroy the best economy, best @POTUS in our lifetime.  Paul and Mitt, jealousy is ugly! YOU both proclaim to be Christians (I seriously doubt you are). Christians don't do what you 2 have done! @OANN @CBS https://t.co/HWLLgB7uoz",1,1,752469147909386242,Ruth Red,Ruth_Red_27,,"American. Conservative. Follower of Jesus, Truth, justice, and the American way. (Parlor @AmericanPatriot1911.com) Trump is my president. 💖",4722,4523,,CBS|OANN|POTUS
Sun Jul 26 18:59:00 +0000 2020,1287462439101988864,"RT @murray_nyc: @realDonaldTrump CORRUPT TRUMP

As always, Trump tries to deflect attention from his own errors and corruption by accusing…",0,65,1360918050,It’sTheEndOfThe🌏 AsWeKnowIt & IFeelFine.,3rdIMPEACHED,United States,"Love animals, fairness, and travel. I also love watching the mental gymnastics the Right need to defend Trump’s idiocy.  😂🤣",8378,8422,,murray_nyc|realDonaldTrump
Sun Jul 26 20:58:01 +0000 2020,1287492392531169286,RT @g_occhionero: New declass shows @realDonaldTrump spied upon at least since summer 2016. But it's at late 2015 and at the friendly forei…,0,239,620959449,🇮🇹AMOREGRANDE🇮🇹,AMOREGRANDEE,Italia,🇮🇹 AMO LA PATRIA 🇮🇹  COMUNISMO MALE ASSOLUTO 🇮🇹 LA PERDITA DELLE NOSTRE RADICI SARÀ IL TRADIMENTO DEI NOSTRI PADRI 🇮🇹  🇺🇲  ⭐⭐⭐,4260,3877,,g_occhionero|realDonaldTrump
Sun Jul 26 20:58:02 +0000 2020,1287492396482203648,RT @TomJChicago: @realDonaldTrump @Yankees There was a 100% chance of you canceling. No you won't make it later in the season. You will nev…,0,711,815905755425542144,"🚩It's The Corruption, Stupid!🚩",winxx67,"New York, USA","#TrumpHasBetrayedUsAll, Including you, trumptard! - #25th45 #LockHimUp #TrumpsaTraitor #GOPCoverup #FBR",1883,1404,,TomJChicago|Yankees|realDonaldTrump
Sun Jul 26 20:58:13 +0000 2020,1287492444183859202,"RT @DNCWarRoom: “No matter what I do, I’m screwed.”

“The bottom has dropped out.”

Workers and businesses are hurting, and Trump and Repub…",0,71,1229957508560642049,Amanda Christensen,AmandaC60804610,,"Native S. Californian; interested in world affairs, art, nature, and family joy",652,141,,DNCWarRoom
Sun Jul 26 20:58:58 +0000 2020,1287492632441102336,@realDonaldTrump @FoxNews https://t.co/EuDWyDy8mv,0,0,1077368891003662336,ENIGMA,420Enigma,EARTH ,COMFORTABLY  NUMB,291,128,,FoxNews|realDonaldTrump
Sun Jul 26 20:59:23 +0000 2020,1287492737638563846,@JPFillet Marine ? Elle est où ? Elle propose quoi ? Elle est nul ... et les autres aussi. Ils nous faut un trump à la française ... un homme ou une femme qui a les épaules pour nous sortir de cette crise qui est politique et non sanitaire ... Marine n’aura plus mon vote .. elle est nul,5,0,3411584986,Cyril MICHEL,WindZ_Esport,"Digne-les-Bains, France",ex Manager and coach for team Misfits. agent of players,1809,1489,,JPFillet
Sun Jul 26 22:58:23 +0000 2020,1287522683962437633,RT @nataliegwinters: FLASHBACK: Xi Jinping Took Joe Biden To A CCP Propaganda School Where Biden Called The Communist Leader ‘Straightforwa…,0,1209,3350131000,Kurt,Kurtschneider77,,,611,153,,nataliegwinters
Sun Jul 26 22:58:34 +0000 2020,1287522729273495552,@DanicaCrux @realDonaldTrump Putin's daughter,0,0,1262519984191950848,Mary Shoemaker,MarySho89520056,,I am honest,20,21,,realDonaldTrump
Sun Jul 26 22:59:20 +0000 2020,1287522921930342401,@Thom_Hartmann Thom I think after Biden wins the Democrats have to immediately move to impeach him since he has made statements that he won’t leave office.,3,0,49462755,Justin Hughey 🌊⚖️🌊,Justinianuscode,Wailuku Hawaii,"🌊 Democracy isn’t a spectators sport 🌊 Donate to; Biden 4 Prez, Gideon MA, McGrath Ky, Kelly AZ, Bullock MT, Hickenlooper CO, Harrison SC, Greenfield IA",668,336,,Thom_Hartmann
Sun Jul 26 22:59:35 +0000 2020,1287522984941371392,RT @funder: I have an idea. Biden only has 7.2 million followers. What if everyone told all their followers to follow @JoeBiden right now?…,0,25317,908159499835338752,Nester1957 🍁🇨🇦🍁/🇺🇸 ❄🐦 WEAR A MASK 😷,nester1957,Western Canadian ,Retired Alberta oilfield worker. Happily married.  AZ snowbird. Camper.  Always trying to avoid my honey-do list 😉.  #Resist,6239,5801,,JoeBiden|funder
Sun Jul 26 22:59:41 +0000 2020,1287523012649136131,"RT @JParkerSD46: @RealOmarNavarro @realDonaldTrump @Yankees You mean rebuilding what's left of the pathetic fence that a wind, not even a s…",0,9,800679215280492545,Kathy Camponovo,kcamponovo,,,239,773,,JParkerSD46|RealOmarNavarro|Yankees|realDonaldTrump
Sun Jul 26 23:00:12 +0000 2020,1287523139614720000,"RT @Redistrict: This is why I'm not convinced the ""Trump's attacks on mail voting will backfire/depress GOP turnout"" narrative is accurate.…",0,292,994327848973357056,flower power,flowersnotlawns,,"Gardener, traveler, mom",195,108,,Redistrict
Sun Jul 26 23:00:15 +0000 2020,1287523151937769479,"@riley_firestorm @therealnikkimc @JoeBiden I agree with some of these points. If we, taxpayers, provide them with treatment. Then, they return... what do you propose?",0,0,1099941698,"Leigh Ann, Orange Julius Supporter",WONDERW0MAN7,USA,"Constitutionalist, Social Darwinist (reasonable degree), & conservative. Mom, wife, teacher, graduation coach, and blessed! Bible reader & gun carrier #WWG1WGA",2814,2184,,JoeBiden|riley_firestorm|therealnikkimc
Sun Jul 26 23:00:25 +0000 2020,1287523193989861378,RT @realDonaldTrump: The “protesters” are actually anarchists who hate our Country. The line of innocent “mothers” were a scam that Lamestr…,0,22829,182920333,Lol @ this app,Mobius22_,,UTK Alum,311,370,,realDonaldTrump
Mon Jul 27 00:59:15 +0000 2020,1287553102053142528,RT @SenDuckworth: RT if you agree that 30 days of silence from Donald Trump about #BountyGate is 30 days too long. If Putin really has put…,0,41665,1514101699,Allyson Baughman,allcorgis,,"Public Policy PhD. Improving lives through policies that impact social/economic determinants of health & smart communication. #Firstgen 
Tweets are my own.",1267,1060,BountyGate,SenDuckworth
Mon Jul 27 00:59:30 +0000 2020,1287553165655605250,RT @JoeBiden: 100 days.,0,36200,992641523274498048,Bonnie Grannis,bonnieontheleft,"Whittier, CA",Progressive Democrat. Animal lover. Equality believer. Political Junky.,4623,2771,,JoeBiden
Mon Jul 27 01:00:05 +0000 2020,1287553312070328324,@JoeBiden To beat @realDonaldTrump!,0,0,314729703,L Páez,lpaezcpa,México,"Amante de la profesión contable: los costos, las finanzas y los impuestos. Crítico, analítico y dedicado. Tuiteo de forma personal.",1384,431,,JoeBiden|realDonaldTrump
Mon Jul 27 01:00:14 +0000 2020,1287553346711109633,"RT @SethAbramson: 🟥 UNSAFE TO REOPEN: Barron Trump's school

🟩 SAFE TO REOPEN: Every other school",0,6475,245207295,Dr Smith🆘,DrSmith1966,,"🌊🌵🔥Live the change U wish to C in the 🌎.#ResistCorporateRule   #UnKochAmerica #Medicareforall 
#BernieIsOurFDR #NoConCon #FBR",16916,15873,,SethAbramson
Mon Jul 27 01:00:16 +0000 2020,1287553357695971329,"RT @fred_guttenberg: I can't stand by and let Trump win my home state again. He HAS to lose Florida.
 
I'm going to be a Florida Captain in…",0,2438,561799040,Dave Bedore,DaveBedore1,"Surrey, B.C.",Somewhat proud Canadian,176,696,,fred_guttenberg
Mon Jul 27 01:00:29 +0000 2020,1287553410351292419,"RT @ProudSocialist: Me: “We’re in a pandemic @JoeBiden should support #Medicare4All.”

Lib: “Russian bot!”

Me: “We’re in a climate crisis…",0,236,1218108726306951173,Kamala Harris is dead #RIPKamala 🌹,Jerryisamarxist,,#NeverBiden,749,240,Medicare4All,JoeBiden|ProudSocialist
Mon Jul 27 01:00:33 +0000 2020,1287553429976395777,"@Glowjm2 @Kenny_Sowellfan @dbongino Scary, cuz that’s exactly what’s happening. My question is who will be the dictator? Not Joe, that’s for sure. He can’t remember his own name. Trump’s already in there. So who?",0,0,931917324126265344,Louise,Bellvadear3,,Love & Support Trump Since Day 1,1526,957,,Glowjm2|Kenny_Sowellfan|dbongino
Mon Jul 27 01:00:39 +0000 2020,1287553452634071050,@ABC Again it just points to the fact that Trump is all about himself. He could care less about the people of this country.,3,0,439338378,Gary Ramsey,goramsey,The southwest,"Retired Photographer/Web designer/Veteran/Coffee Bean Roaster and Aeropress lover, atheist, living simply waiting for death.",150,221,,ABC
Mon Jul 27 01:00:48 +0000 2020,1287553489665576960,"RT @ParisPasRose: Destruction en cours du fameux mur USA-Mexique de Donald Trump par l'ouragan #Hanna.

Changement climatique 1–0 Trump htt…",0,3996,4116795993,Jérôme Lefloch 🐳,LeflochJerome,Pont scorff,"Aime pas les cons . Je me retiens beaucoup de peur de choquer
mafieux LREM",292,317,Hanna,ParisPasRose
Mon Jul 27 02:59:57 +0000 2020,1287583474854043648,@burneracco69420 @DomainwrightLtd @charliekirk11 @luculouwho Biden is a puppet of a radical left wing party AKA Democrats.,1,0,776564120141324288,Anton Drozhzhin🇺🇸🟧,Tsar_vseja_Rusi,United States,RT≠endorsment,294,285,,burneracco69420|charliekirk11|luculouwho
Mon Jul 27 03:00:06 +0000 2020,1287583512514695168,"Fareed: Trump's embrace of conspiracies is dangerous 
https://t.co/yWbQQafYoe",0,0,795408918067445760,Bwmaloney,LilBwmaloney,"Houston, TX",Politics Science Science & Technology Technology & Science Weird Photography Rock/Alt Design & Architecture Classic Rock General and I absolutely despise Trump!,2683,1765,,
Mon Jul 27 03:00:48 +0000 2020,1287583691682848771,RT @funder: @realDonaldTrump @Yankees I’d like to report a racist. Delete your account.,0,266,1260999916492636165,Marnie,Marnie39916062,"Omaha, Nebraska",My love for animals,4100,1932,,Yankees|funder|realDonaldTrump
Mon Jul 27 03:01:11 +0000 2020,1287583786415222785,@BarrettWilson6 @realDonaldTrump violence is everywhere,0,0,1283979644769722368,任旭,SaPdjNvOC6Qz8ao,,,23,7,,BarrettWilson6|realDonaldTrump
Mon Jul 27 03:01:56 +0000 2020,1287583975846944769,"RT @slewis305: Donald Trump goes berserk, begins attacking mothers https://t.co/Bw4deIXbY4 via @PalmerReport yep the asshole strikes again…",0,14,98226732,Amy B,IAmJustAmyzing,"North Carolina, USA",#Mom #MiMi #AutismAwareness #AntiFascist Living in #NorthCarolina From #GrandHaven #Michigan #Michigander #WestMichigan #BidenHarris2020 $MyAmyzingLife,323,466,,PalmerReport|slewis305
Mon Jul 27 03:01:57 +0000 2020,1287583978258604038,"RT @booksrus161: @Infantry0300 @DHS_Wolf These are Trumps Men. These are not US Agents, but in my opinion, they have been sent here from Ru…",0,1,4186197647,Robert Loiser,RLondonUK,,,398,6,,DHS_Wolf|Infantry0300|booksrus161
Mon Jul 27 04:58:59 +0000 2020,1287613429813927938,RT @TeamPelosi: Congressional Republicans must end their obstruction and join Democrats to help Americans suffering from Trump’s abysmal fa…,0,2129,1146503921550028801,sitio oficial VUDÚ,VUVU06330925,,Asia India China mongolia Corea  Corea del Norte Japón Rusia Palestina  Israel  emiratos árabes la Unión Europea Gran Bretaña Inglaterra Australia Canadá EEUU,3192,168,,TeamPelosi
Mon Jul 27 04:59:24 +0000 2020,1287613535812489216,"RT @CREWcrew: What is Ivanka Trump's job? How is she qualified for it?
https://t.co/vOq65mbdMo",0,701,1269530834475855872,Vossie,BuddyVossie,United States,"There is a time to be a nice person. 
And there's a time to say enough is enough 😠💯",4996,2801,,CREWcrew
Mon Jul 27 04:59:52 +0000 2020,1287613653399875584,"RT @HarifHerbie: @NigrumFry @robjh1 Remember American's Bernie told you the truth come November, a vote for JimCrow Joe Biden is a vote to…",0,25,930217640,conservative girl 🇺🇸,rhodyfreedom,"Syracuse, NY","conservative girl, trumpster, freedom lover",307,79,,HarifHerbie|NigrumFry|robjh1
Mon Jul 27 05:00:20 +0000 2020,1287613772727750659,"RT @John_F_Kennnedy: Breaking: United Nations Orders Trump To Stand Down In Portland🇨🇳
https://t.co/po2Zwzknqn",0,7200,1239622688261509120,Elky,Elky_Style,,,519,1348,,John_F_Kennnedy
Mon Jul 27 05:01:25 +0000 2020,1287614044900335617,RT @RBReich: Do not let Trump's storm troopers goad you into violence. That's what Trump wants. Don't give it to him.,0,7332,15546481,Michael W Massey,MichaelWMassey,"Philadelphia, PA, USA",Dubito ergo cogito ergo sum. “Be ashamed to die until you have won some victory for humanity.” - Horace Mann,767,1981,,RBReich
Mon Jul 27 05:01:37 +0000 2020,1287614092795154432,A Biden supporter this shared this... 🤦‍♂️ https://t.co/tYpcHRmyJS,14,5,1280948405238468611,Brandon M 🇺🇸,Bran_American,"Pennsylvania, USA",Optimistic pessimist Conservative 🇺🇸 #WWG1WGA #TRUMP2020 #Constitution God,2749,2660,,
Mon Jul 27 05:02:16 +0000 2020,1287614256246951936,"RT @RyanAFournier: Only 100 days until we re-elect President Trump.

Are you ready, America!? 🇺🇸",0,8725,3102481135,julie hulce,JulesHulce,,Proud to support President Trump.,146,39,,RyanAFournier
Mon Jul 27 05:02:47 +0000 2020,1287614388736864261,RT @KamVTV: People had better start waking up because without America there is no free world and without President Trump there is no Americ…,0,2318,1241856039298854912,Jimmie Bartholemew,VanChocStraw20,"California, USA","#Trump2020NowMoreThanEver 🇺🇸#MAGA #CancelDemocrats #WalkAway #FlipCARed I Am, I Said",1329,824,,KamVTV
Mon Jul 27 05:03:10 +0000 2020,1287614484929028097,"RT @RadioFreeTom: Only Barr and DHS have the ability to extend state power immediately to U.S. citizens, inside the United States. Defense,…",0,2161,2149861842,SVTaylor BidenHarris2020🥁🐝🌊,sharonvt75,United States,"RN 35 yrs 

#BidenHarris2020🥁🐝🌊

🙏Disabled RN trying to make it &  it's tough. 🌟🌺💐🌸💮🌼🌻      
If you can help.  🙏  $svtsvt 

#TwitterPhilanthropy♥️🙏",2297,2917,,RadioFreeTom
Mon Jul 27 06:57:40 +0000 2020,1287643300686704645,"RT @responsibleMDs: 150,000 dead Americans. I’m working a 13 hour shift at the hospital. Trump is golfing with Brett Favre. https://t.co/Xd…",0,18587,546387837,lisa • ACAB,artwxlf,bbsociety,i love you yo,77,242,,responsibleMDs
